item_id,shop_id,shop_name,category_name,name,hashtag,trade_in,price,sale,score_avg,score_num,stock,need_day,url,content
112924047,11739071,yyuu3662,手機周邊配件,手機望遠鏡8X多功能放大鏡頭_通用特效拍照神器長焦距外置攝像頭,,6.8,889,0,,0,2997,-1,https://shopee.tw/ -i.11739071.112924047,您好從您下單到收到需57天的時間哦請知曉有任何問題可以聊聊我喲
1001637660,14521243,lynncc,平板電腦,Apple_pencil筆套,,4.3,500,0,,0,1,,https://shopee.tw/ -i.14521243.1001637660,蘋果ipad_pro_apple_pencil專用木質筆套保護您的愛筆
136413822,4222163,pippensu,Android充電傳輸,現貨可愛卡通造型傳輸充電線_史迪奇毛怪大眼仔傳輸線_Android,#USB#Android#充電線,8.5,300,0,,0,5,,https://shopee.tw/ -i.4222163.136413822,
1698645,137543,nicolechang,手機周邊配件,PARIS_WOMAN_簡約_質感生活_實木_手機架_可放ipad,,9,690,0,5,1,98,-1,https://shopee.tw/ -i.137543.1698645,現貨不必等
112924102,11739071,yyuu3662,手機周邊配件,能臣_手機鏡頭單反套裝通用超級廣角微距偏光星芒漸變鏡特效美顏,,6.7,3978,0,,0,999,-1,https://shopee.tw/ -i.11739071.112924102,您好從您下單到收到需57天的時間哦請知曉有任何問題可以聊聊我喲
1001638519,177187,osaka,Android空機,艾爾巴數位_HTC_U11_EYEs_6吋_64G_銀色_全新機_彰化店_65615,,4.3,11000,0,,0,1,,https://shopee.tw/ -i.177187.1001638519,HTC_U11_EYEs_6吋_64G_銀色全新未拆_現貨現貨神腦保固至2019年3月29日彰化歡迎自取也可搭配各家電信新辦續約攜碼艾爾巴數位通訊聯絡方式請點查看賣場無七天鑑賞期能接受再下標本賣場中古機皆有來源合法切結書請安心購買
136415167,3749510,makeover21,Android充電傳輸,三星全新原廠充電組拆賣,,8,147,0,,0,3,,https://shopee.tw/ -i.3749510.136415167,全新裸裝
16986582,3875082,shingen0119,耳機喇叭,志達電子_EPCASE07_耳機收納包_適用_市面上耳道式_及_耳塞式_NE700X_SONY_鐵三角_DENON,,7.6,230,0,5,4,91,-1,https://shopee.tw/ -i.3875082.16986582,商品簡介本款硬式收納盒專為耳塞耳道式耳機設計圖中耳機為使用情境尺寸75mm長X55mm寬X22mm厚半硬材質型外殼具優異的耐衝擊特性採用長方形盒子比圓盒的更好用配備網袋可以放耳機配件或小型的MP3播放器包上有金屬掛環
112924132,11739071,yyuu3662,手機周邊配件,獵奇手機通用036x超廣角_15x微距特效鏡頭外置攝像鏡頭自拍神器,,7.9,889,0,,0,999,-1,https://shopee.tw/ -i.11739071.112924132,您好從您下單到收到需57天的時間哦請知曉有任何問題可以聊聊我喲
136415403,2813043,handm222,Android保護貼,HTC_Desire_Desire610_保護貼,#HTC#Desire#Desire610#保護貼#610,7,50,0,,0,3,,https://shopee.tw/ -i.2813043.136415403,_
10016459,3139420,ns1985,iPhone保護殼,Iphone6_55吋,#黑白條紋#狗狗#貓咪,4.3,150,0,,0,3,,https://shopee.tw/ -i.3139420.10016459,
16986658,4748101,fcarbon,行動電源,Gigastone_Smart_Battery_A4_Smart_Battery_A4__WiFi_智慧行動電源,,7,1499,0,,0,10,,https://shopee.tw/ -i.4748101.16986658,商品詳情_Smart_Battery_A4__WiFi_智慧行動電源_無線路由器_無線碟__無限擴充存儲空間_即時分享音樂影片檔案_5200mAh_大容量行動電源4合1行動裝置最佳電力夥伴Gigastone_Smart_Battery_內建世界A級大廠鋰電池芯充電完成後WiFi_無線功能可連續播放影音與傳輸資料16小時不間斷使用Smart_Battery行動電源功能可隨時隨地對智慧手機及平板進行每小時1000mA快速充電提供行動裝置穩定持久電力支援讓您的影音娛樂與資訊傳輸不間_斷產品特色無線路由器_WiFi_AP_路由器_有線網路轉無線網路分享_可自行設定網路名稱及密碼無線碟_無限擴充存儲空間_讀寫_SDXC_記憶卡_最高支援_2TB_讀寫_USB_20_支援_iPhoneAndroid_智慧型手機平板筆電桌上型電腦等_突破_iPhoneiPad_必須透過iTunes上下傳的限制分享照片影片檔案_可同時連接六台裝置_手機與相機的最佳傳輸媒介_WiFi_使用時間可至8小時_WiFi_行動碟行動電源_5200mA大容量行動電源_DC_5V1000mA_電源輸出_為手機快速充電_產品名稱_Smart_Battery_Plus產品型號_A452ER鋰電池_5200mAh尺寸_99_x_43_x_265_mm重量_130_g電源輸入_5V1000mA電源輸出_5V1000mA500mAWiFi_操作時間_Up_to_8_HrsWiFi_待機時間_Up_to_16_Hrs儲存記憶體_SDXC_up_to_2TB無線傳輸介面_WiFi_80211_bgn網路介面_RJ45
100164912,1534938,liuray,手機周邊配件,雲騰228自拍三腳架,#自拍神器#自拍腳架#雲騰,9,61,0,5,1,9,-1,https://shopee.tw/ -i.1534938.100164912,
112924260,11739071,yyuu3662,手機周邊配件,手機通用鏡頭廣角微距魚眼三合一特效美顔自拍神器,,9.1,389,0,,0,999,-1,https://shopee.tw/ -i.11739071.112924260,您好從您下單到收到需57天的時間哦請知曉有任何問題可以聊聊我喲
136415703,226341,stb20121010,Android保護殼,ASUS_ZenFone3_Deluxe_ZS570KL_57_金屬邊框_拉絲_背板_邊框_手機殼_手機保護殼,#ASUS#ZenFone3#Deluxe#ZS570KL#金屬邊框#背板#邊框#手機殼#手機保護殼,8.8,175,0,4.8,9,19,-1,https://shopee.tw/ -i.226341.136415703,_
16986692,1732144,kelly99527,手機周邊配件,KIVA美豪精品手機鏡頭夾__CPL_偏光鏡頭_手機_外接_鏡頭_濾鏡,,9.5,220,0,,0,10,,https://shopee.tw/ -i.1732144.16986692,原價599元嚐鮮超低特惠價220元常常為了拍照的色彩飽和度不夠而感覺照片不夠鮮豔嗎只要夾上手機CPL偏光鏡頭夾讓您輕鬆拍出令人稱羨的好照片CPL偏光鏡特點介紹1___可濾除玻璃水面的反射光或天空中的雜亂光源2___提升色彩飽和度讓藍天更藍綠地更綠3___去除雪地散射光線
100165171,13180521,maxiscute,Android保護貼,買5送19H鋼化玻璃貼_ASUS_ZenFone2_55__ZenFone5__ZenFone6,#9H鋼化玻璃#鋼化玻璃#鋼化玻璃膜#鋼化玻璃貼#ZenFone25#ZenFone25#ZenFone5#ZenFone6,5,49,0,5,5,49980,,https://shopee.tw/ -i.13180521.100165171,
112924373,11739071,yyuu3662,手機周邊配件,日本美肌自拍光環_手機廣角補光燈_自拍神器蘋果三星外置特效鏡頭,,8.3,589,0,,0,999,-1,https://shopee.tw/ -i.11739071.112924373,您好從您下單到收到需57天的時間哦請知曉有任何問題可以聊聊我喲
136416992,3749510,makeover21,耳機喇叭,三星全新原廠耳機白,,9,193,0,,0,1,,https://shopee.tw/ -i.3749510.136416992,全新裸裝
100165836,1471524,baby04,iPhone充電傳輸,安卓旅充,,7.3,150,0,,0,50,,https://shopee.tw/ -i.1471524.100165836,1A充電數度單一色可用於三星HTC手機買2條免運費現貨喔出貨不包含_六日
16987111,226341,stb20121010,iPhone保護殼,蘋果_IPhone6_彩繪_金屬框_浮雕_克羅心_圖騰_手機殼_保護殼,#蘋果#IPhone6#彩繪#金屬框#浮雕#克羅心#圖騰#手機殼#保護殼#四月新品,9.8,299,0,,0,1,-1,https://shopee.tw/ -i.226341.16987111,_
136419621,15882384,likexo2014,Android保護貼,鍾樺通訊小港店_HTC_10_Evo_M10f_玻璃貼_9H_高硬度_抗刮_防刮_疏油_疏水,,7.8,99,0,,0,1,,https://shopee.tw/ -i.15882384.136419621,衝評價單買玻璃貼只要99元如需代貼玻貼代貼是150元此活動限定小港店自取不配送_如果您的手機螢幕非平面有弧度此款為非滿版玻貼如要滿版玻貼可幫您詢問廠商是否有出再另外報價無法接受者請勿下標某幾款手機螢幕做弧度曲面可浮貼但有白邊問題可接受者再下標請於問與答詢問是否有現貨確認有貨後請先下標才享有網路優惠價未下標為門市售價如需加購一個以上商品請分開下標同價格商品如需要兩個下標兩次以此類推並於留言板備註需要的型號及數量如遇缺貨需調貨23天請見諒下標前請先確認廠牌型號是否正確再下標
11292741,3919005,happinessfus,iPhone保護殼,Golla_北歐潮流_iPad_平板保護套_G1484_7吋8吋9吋_Apple_iPad_miniAIR,,8,1000,0,,0,1,,https://shopee.tw/ -i.3919005.11292741,全新未拆適用iPad適用97吋以下平板等精選高質皮感面料超輕薄設計磁石開闔設計拉鍊收納小袋可裝個人隨身小物台南市歡迎面交謝謝
1001658729,6130786,sinhuang888,Apple空機,iPhone7銀色128g,#iphone7#功能正常#電池健康#出產#高品質,4.3,14200,0,,0,2,,https://shopee.tw/ -i.6130786.1001658729,
16988452,1196733,wc821013,Apple空機,超人鏡面手機殼,#直接備註要幾號喔,8,250,0,4,3,168,-1,https://shopee.tw/ -i.1196733.16988452,_
136421324,2813043,handm222,Android保護貼,HTC_DESIRE_EYE_保護貼,#HTC#Desire#DesireEYE#保護貼#EYE#防指紋,7.9,50,0,,0,3,,https://shopee.tw/ -i.2813043.136421324,_
112928593,12350823,meinai19,Android保護貼,防爆鋼化玻璃貼_z5_premium_Z5P_z5compact_保護貼_Z5C_z5mini_螢幕貼膜_9H_玻璃膜,,8.5,178,0,,0,399,-1,https://shopee.tw/ -i.12350823.112928593,一超强防刮耐磨防爆防水二自动排气泡防气泡防细菌防眩光防辐射三高灵敏度触感四画面清晰凸显立体感提高视觉效果五长时间使用眼睛不易疲劳更好的保护视力采用钢化玻璃材质在受到强烈碰撞下能够有效减缓冲击力有效防止屏幕不破裂特殊钢化处理防止玻璃保护膜受到撞击而破裂导致玻璃碎片伤害人体贴膜破裂还是保持块状不会碎开使用更安全手机钢化膜机器裁切的钢化膜有9H硬度又轻又薄还可以抗油污表面的玻璃层可以清晰可见这种钢化玻璃膜比传统钢化玻璃相比除了防刮性能9H外更具备防碎功能注意請認準好自己的手機型號下標如有不懂自己手機型號的可以咨詢客服或者請前往手機設置關於手機查看配置關於貼膜_膜的尺寸正常都偏小於手機螢幕尺寸膜因特殊情況版本與切口樣式較多發貨均為隨機以下頁面首圖均只作為參考圖實物以收到為准均不影響使用
100166093,3026479,kenkdf0929,Android保護貼,HTC_One_M9_M9s_M9_M9Plus_E9_E9_E9Plus_LG_V10_玻璃膜_鋼化玻璃貼,,8.3,100,0,5,13,4,,https://shopee.tw/ -i.3026479.100166093,各款的玻璃貼樣式如第14圖M9_和_M9s_是共用的並不適用M9_M9_和_M9s_是共用的並不適用M9_LG_V10_和_HTC_E9___E9_是通用的喔螢幕一模一樣大樣式如第4圖第5圖此款採用高品質旭哨子玻璃9H硬度03mm____25D弧邊商品為前貼不影響螢幕觸碰抗刀刮保護螢幕透光率高達98高效電鍍防指紋層更滑順6小時鋼化防爆裂防油疏水滴水凝而不散賣場注意事項1如有不出貨時間會公佈在賣場首頁請點查看賣場進入賣場首頁2賣場可以下標的都是現貨不用再問有沒有現貨如需要更多數量請先用聊聊提問3有任何問題請用聊聊聯絡不要用留言不然留言板會很亂4如果你是使用超商取貨付款__你的取貨率沒有100或是沒有寄送紀錄_會用聊聊先跟你確認訂單內容沒有回覆的一率取消訂單5如需面交請先看過賣場首頁點查看賣場進入賣場首頁
136421711,15882384,likexo2014,Android保護貼,鍾樺通訊小港店_HTC_One_S9_S9U_玻璃貼_9H_高硬度_抗刮_防刮_疏油_疏水,,7.8,99,0,,0,1,,https://shopee.tw/ -i.15882384.136421711,衝評價單買玻璃貼只要99元如需代貼玻貼代貼是150元此活動限定小港店自取不配送_如果您的手機螢幕非平面有弧度此款為非滿版玻貼如要滿版玻貼可幫您詢問廠商是否有出再另外報價無法接受者請勿下標某幾款手機螢幕做弧度曲面可浮貼但有白邊問題可接受者再下標請於問與答詢問是否有現貨確認有貨後請先下標才享有網路優惠價未下標為門市售價如需加購一個以上商品請分開下標同價格商品如需要兩個下標兩次以此類推並於留言板備註需要的型號及數量如遇缺貨需調貨23天請見諒下標前請先確認廠牌型號是否正確再下標
16988694,105927,callme88,手機周邊配件,庫米_Make_Mate_貝殼美_Samsung_S7_Edge_G935F_超纖可插卡皮套_休眠喚醒,,9,450,0,,0,30,,https://shopee.tw/ -i.105927.16988694,下標前請先詢問商品是否有供應現貨謝謝請注意請於下標後於給賣家留言中註明您需要的顏色及型號謝謝訂購前請務必自行確認所訂購的保護殼型號是否與該機型相同若因個人因素訂購錯誤則需將商品原包裝寄回來回運費自行負責謝謝目前顏色黑色玫紅色橙色產品內容超纖可插卡皮套1商品特色真機開模孔位精準超纖內裡防水防塵多檔位支架功能釋放雙手磁扣吸合簡約時尚商品規格_適用機種Samsung_Galaxy_S7_Edge_G935F_材_質PUPC_使用方式全覆式_顏_色黑色玫紅色橙色訂購前請務必自行確認所訂購的保護殼型號是否與該機型相同本產品皆以實品拍攝商品但因拍攝時受環境光線影響顏色表現可能會與實物有稍許誤差出貨以實際商品為準送貨及保固說明寄送時間完成付款後7個工作天內送達不含週六日及國定假日送貨方式透過郵局或宅配送達送貨範圍限台灣地區售後服務若產品本身瑕疵或運送過程導致新品瑕疵到貨7日內可更換新品
112930047,12180438,tvboxshop,行動電源,12000mah行動電源_21000mah_15000mah_htc_sony_apple,,7.2,350,0,,0,4995,,https://shopee.tw/ -i.12180438.112930047,金屬法絲紋烤漆超有質感日韓系電芯容量超足鋰聚合物電芯12000mAh超大容量商品規格長155寛78高1cm雙USB輸出功能可提供多人充電55V1A與5V21A支援市面上90以上手機與Ipod平版電腦
136422380,15882384,likexo2014,Android保護貼,鍾樺通訊小港店_HTC_One_Me_M9ew_玻璃貼_9H_高硬度_抗刮_防刮_疏油_疏水,,7.8,99,0,,0,1,,https://shopee.tw/ -i.15882384.136422380,衝評價單買玻璃貼只要99元如需代貼玻貼代貼是150元此活動限定小港店自取不配送_如果您的手機螢幕非平面有弧度此款為非滿版玻貼如要滿版玻貼可幫您詢問廠商是否有出再另外報價無法接受者請勿下標某幾款手機螢幕做弧度曲面可浮貼但有白邊問題可接受者再下標請於問與答詢問是否有現貨確認有貨後請先下標才享有網路優惠價未下標為門市售價如需加購一個以上商品請分開下標同價格商品如需要兩個下標兩次以此類推並於留言板備註需要的型號及數量如遇缺貨需調貨23天請見諒下標前請先確認廠牌型號是否正確再下標
100166208,2511238,a7862,Android保護殼,施華洛世奇SONY_Xperia_X_Performance__PP10_花系列彩鑽保護軟套,#SONY#PP10,9,390,0,,0,20,,https://shopee.tw/ -i.2511238.100166208,_花系列彩鑽保護軟套施華洛世奇_SONY_Xperia_X_Performance__PP10_花系列彩鑽保護軟套精緻工藝施華洛世奇SWAROVSKI_正版授權水晶貼鑽閃亮亮的感覺讓您無時無刻走在時尚尖端商品簡介_日系少女最愛款__360度軟殼全面保護手機防磨損__超薄型輕量化材質攜帶不佔包包空間_精細做工量身打造商品說明正版施華洛世奇SWAROVSKI_授權彩鑽讓手機不只是手機讓您的手機馬上增添亮麗感氣質更加分讓您一整天都是目光的焦點_日系淡雅閃亮貼鑽_透明軟殼除了顯示手機本身質感_更在細節中透出自然寫意的色彩花卉圖樣_花系列更增添浪漫氣息讓您手機甜美指數激升_輕盈無重量感手感細緻圓弧包覆設計給您最佳手感_展現機身最優雅的線條並給於您手機最佳的防護與全新的體驗__TPU_軟膠材質瞬間貼合機身_能有效緩解手機撞擊力減緩手機表殼磨損率_拆卸好方便最適合喜歡簡單精品的您商品規格適用機型SONY_Xperia_X_Performance__PP10材質TPU_產地china_重量約_20_g_尺寸約_144_x_71_x_09_cm_樣式櫻花_繡球花注意事項因拍攝略有色差圖片僅供參考顏色請以實際收到商品為準_商品不包含協助拍攝之物品例如卡片電池手機零錢耳機塞等_長度寬度尺寸會有些微誤差商品保證我們所提供為全新產品並提供以下保證__保固期限7天__保固範圍新品瑕疵本產品因拍攝關係顏色可能略有差異實際以廠商出貨為主此商品不包含使用情境內容物例如手機卡片電池手機零錢等
16988900,3875082,shingen0119,耳機喇叭,志達電子_EAR_TIP_CHX5_鐵三角_ATHCHX5_原廠耳塞一對_SM,,3.5,250,0,,0,400,-1,https://shopee.tw/ -i.3875082.16988900,EAR_TIP_CHX5_鐵三角_ATHCHX5_原廠耳塞一對_SM
112930427,12180438,tvboxshop,行動電源,雙USB移動_行動電源30000mah_20000mah_行動電源,,9.3,350,0,,0,1998,,https://shopee.tw/ -i.12180438.112930427,下標請說明顔色_超大容量饅頭移動電源_蘋果手機充電寶_30000毫安培雙USB輸出産品適用範圍手機平板電腦蘋果MP34等_黑色白色__30000mAh_DC5V_1A_21A_DC5V1A使用迴圈次數800_次裸機淨重4035g其他功能雙USB輸出led燈電亮顯示
136422792,5434571,lin_0120,Apple空機,iphone_4s,,6,2200,0,,0,1,,https://shopee.tw/ -i.5434571.136422792,版本802外觀8成新_送一個全新手機殼附一條非原廠充電線_不附耳機wifi壞掉_左邊音量開關鍵有點故障_但不影響使用
1001670274,4241814,lulu324,Android空機,全新_SONY_Xperia_XZ2_手機9H鋼化玻璃貼空壓殼_全面屏防水_4K_HDR錄影_H8296海棠數位,#雙卡4G加4G#首款4KHDR錄影手機#全新盒裝未拆台灣公司貨保固一年非港版水貨#加贈9H鋼化玻璃保護貼#加贈氣墊空壓套#3D掃描#防水防塵#閃充快充#指紋辨識#高通S845處理器#SONY旗艦#超高畫數相機#周杰倫#防水防塵#載波聚合4CA,4.3,22100,0,,0,4,,https://shopee.tw/ -i.4241814.1001670274,商品規格_4G__4G_雙卡雙待_採用_Android_80_Oreo_作業系統_57_吋_2160_x_1080pixels_解析度觸控螢幕_內建_Qualcomm_Snapdragon_845_八核心處理器_內建_6GB_RAM__64GB_ROM_1900_萬畫素主相機500_萬畫素前鏡頭_4CAWiFi藍牙_50_支援_IP65__IP68_防水防塵等級_支援指紋辨識_採用_USB_31_TypeC_規格支援_QC_30_快充Qi_無線充電_支援_microSD_記憶卡最高可擴充至_400GB_儲存空間硬體效能作業系統與版本Android_80處理器品牌Qualcomm處理器型號Snapdragon_845處理器核心數8圖形處理器Adreno_630RAM記憶體6_GBROM儲存空間64_GB記憶卡microSD最大擴充儲存空間400_GB電池容量3180_mAh顯示螢幕主螢幕尺寸57_inch主螢幕解析度2160x1080_pixels主螢幕觸控Yes相機規格主相機畫素1900_萬畫素主相機感光元件CMOS主相機光圈F20主相機等效焦距25_mm主相機LED補光燈Yes主相機自動對焦Yes主相機UHD_4K錄影Yes前相機畫素500_萬畫素前相機感光元件CMOS前相機光圈F22前相機等效焦距23_mm通訊與網路4G_FDD_LTE1500B32_1700B4_1700B66_1800B3_1900B2_2100B1_2600B7_700B12_700B13_700B17_700B28_700B29_800B19_800B20_850B26_850B5_900B84G_TDD_LTE1900B39_2300B40_2500B41_2600B383G頻率HSDPA_HSUPA_WCDMA2G頻率GSM_1800_GSM_1900_GSM_850_GSM_9004G_LTEYesLTE_Cat18CA載波聚合YesSIM_Card類型nanoSIMSIM卡槽數2SIM卡槽設計4G4GSIM卡槽或記憶卡擇一YesSIM12G_3G_4GSIM22G_3G_4G連接與應用WiFiYesNFCYes藍牙Yes藍牙版本50衛星定位AGPS_GPS快充技術QC_30無線充電Yes感應器指紋辨識器Yes機體規格機身長度153_mm機身寬度72_mm機身厚度111_mm機身重量198_g防水防塵等級IP68傳輸埠USB_31_USB_TypeC麥克風Yes機身顏色粉紅_綠_銀_黑裝置分類雙卡雙待機以上規格資料圖片顏色實際內容物以原廠所公告為準
16989294,3875082,shingen0119,耳機喇叭,志達電子_HP95110_一對二入_直徑95_X_11CM_耳罩_耳棉_皮罩_適用_Z600_V600_V900,,10,250,0,5,2,98,-1,https://shopee.tw/ -i.3875082.16989294,商品特色適用直徑95_X_11CM耳機Sony_MDRZ600_MDRV600_MDRV900_MDR7509HD
112931709,6260796,dcbalon,Android保護殼,SONY_X_Compact_皮套_鏡頭防撞擊_防潑水保護,#SONY#XCompact#手機保護殼#手機保護套#手機皮套#手機,9,119,0,5,1,1,,https://shopee.tw/ -i.6260796.112931709,
16991624,1086681,fashionv,其他,Veari_維銳正品IPAD_手寫筆,,8,399,0,,0,1,,https://shopee.tw/ -i.1086681.16991624,_二手商品____正品保證_物品狀況_99_成新_極少使用_轉讓給需要的人_雙頭設計可在平板上使用_另有黑色原子筆頭可在紙上書寫__質感佳_筆頭滑順_尺寸15cm
100167172,3026479,kenkdf0929,Android保護貼,新款要看過網頁內容文字說明滿版_全覆蓋_3D曲面三星_Note7_玻璃貼_鋼化膜_玻璃膜_Note_7玻璃保護貼,,6.4,130,0,,0,2,,https://shopee.tw/ -i.3026479.100167172,原價260賠錢砍半130元Note7手機可以退三星但是玻璃貼工廠不給退所以賠錢砍半出清售完不再補貨注意此款為_四週邊膠_非全膠請一定要看過以下全部內容此款為_Note7_滿版曲面_玻璃貼_全片_透明玻璃_缺點_1觸碰可能有一點不靈敏__玻璃貼只有在_4週圍一圈部分有黏膠__所以發光螢幕部分利用網點增加觸碰靈敏度如圖片4但在邊緣處仍有可能會有不靈敏現象網點要在透光處很仔細看才會發現玻璃貼只在_4週圍一圈部分有黏膠_是要讓玻璃貼貼上後不會白邊_2可能反光和彩虹紋因為玻璃貼只在__4週圍一圈部分_有黏膠所以有時會反光和看起來有彩虹紋_3請慎選保護殼套_很多殼皮套會摳到玻璃貼的曲面部分_4手機的_左下角選單鍵_和_右下角返回鍵因為弧度公差很大____造成那2鍵有些手機會無法緊鄰玻璃貼____按那2鍵時需大力一點並可能會有卡卡的聲音____此屬於手機弧度公差問題不是玻璃貼問題哦觸碰靈敏度測試影片如下網址弧度正常手機觸碰沒有問題的哦_____youtubevOMQrESaMY_Note7_每隻手機曲面弧度不會一樣所以邊緣處_有些手機可能會有要大力一點才能觸碰的正常現象哦_優點1不起白邊玻璃貼只在_4週圍一圈部分有黏膠所以不會白邊2不易脫落採用進口黏膠玻璃貼只在_4週圍一圈部分有黏膠______黏膠層有加厚處理所以不易脫落如下圖______黏膠部分會明顯可見因為有加厚防脫落哦3_9H硬度比塑膠貼耐刮不易刮傷4全覆蓋全片透明玻璃曲面部分也覆蓋到_5防指紋防爆裂高清晰溫馨提醒只有邊膠的玻璃貼貼完後記得把四週膠稍微加壓一下讓膠跟手機更牢固並且等待大約1小時等膠乾在操作手機才不會容易脫落唷請勿放置褲子口袋只有_四週膠的商品_容易受到太緊的口袋擠壓造成破裂而脫落唷此款採用高品質旭哨子玻璃9H硬度滿版03mm____25D弧邊商品為前貼高效抗刀刮高效透光率高效防指紋防爆破防油疏水滴水凝而不散賣場注意事項1如有不出貨時間會公佈在賣場首頁請點查看賣場進入賣場首頁2賣場可以下標的都是現貨不用再問有沒有現貨如需要更多數量請先用聊聊提問3有任何問題請用聊聊聯絡不要用留言不然留言板會很亂4如果你是使用超商取貨付款__你的取貨率沒有100或是沒有寄送紀錄_會用聊聊先跟你確認訂單內容沒有回覆的一率取消訂單5如需面交請先看過賣場首頁點查看賣場進入賣場首頁
13642468,1632523,lee8606,Android充電傳輸,iPhone_電源線保護套_數據線_傳輸線_保護套_迪士尼_i線套_現貨,#iPhone#電源線#i線套#電源線保護套#數據線保護套#傳輸線保護套#米奇#米妮#維尼#熊大#龍貓#毛怪#三眼怪#大眼怪#史迪奇#迪士尼,8,25,10,4.9,40,826,-1,https://shopee.tw/ -i.1632523.13642468,
112933793,3858580,happy_pad,Apple空機,樂pad殺手堂IPHONE_7_128G_空機手機交換免卡分期電信專案,,9.7,25900,0,,0,99,,https://shopee.tw/ -i.3858580.112933793,樂pad殺手堂iphone_7_256G_各色_空機免卡分期電信專案分期零利率_免卡分期不求人免保人免信用卡__1_當天申請輕鬆過件馬上取機外縣市需2至5各工作天2_現場取機下個月再付錢蘋果馬上咬著走3_申請便利輕鬆還款_申請條件___申請流程1_學生專案滿18歲需父母之一同意申辦2_上班族專案滿20歲有工作滿三個月或半年3_只要有身份證力馬就可以申請_當天申請當天核件手機隨隨便便跟你走簡易申請期數任選輕鬆還款自由調度______搭配指定電信月租方案手機分期零利率__1_手機分期不用拿現金又不用多付利息這才爽2_輕鬆享受零負擔3_免保人免頭款免信用卡免押金免利息免抵押品多款手機輕鬆零元帶回家賴帳號_happy_ppad店長臉書樂pad殺手堂電話0911778559市話077231366傳真電話073807362店址高雄市三民區九如一路846號_128
100167184,1496302,anitan08,Android充電傳輸,原廠_OPPO_閃充組_閃充電器閃充線5V4A_快充組_R9_R9_R9s_R9s_plus,#R9s#R9#oppo#充電五分鐘通話兩小時#vooc#快充#oppor9s#oppo充電線#oppor9#oppo閃充快充#vooc閃充#vooc快充#R9s#閃充線#閃充組#閃充頭,5,390,4,4.9,37,11,,https://shopee.tw/ -i.1496302.100167184,_
16992094,2015250,3cplayer,iPhone保護貼,3D曲面_霧面磨砂_iPhone8_7_6s_6_plus_全滿版_鋼化玻璃貼_防指紋_全覆蓋_鋼化貼_保護貼_玻璃貼,#磨砂#3D曲面霧面#3D曲面全滿版#霧面#霧面磨砂#iphone磨砂#iphone霧面#iphone8#iphone7#iphone6s#磨砂全滿版#磨砂鋼化貼#磨砂玻璃貼#磨砂保護貼#iphone8磨砂#iphone7磨砂#iphone6s磨砂#3D曲面磨砂,6.6,299,3,5.0,48,31,,https://shopee.tw/ -i.2015250.16992094,
136425153,2813043,handm222,Android保護貼,HTC_Desire820_保護貼,#HTC#Desire#Desire820#保護貼#820#防指紋,6.6,50,0,,0,3,,https://shopee.tw/ -i.2813043.136425153,_
112934928,3858580,happy_pad,Apple空機,樂pad殺手堂IPHONE_7_32G_空機手機交換免卡分期電信專案,,9.7,22800,0,,0,99,,https://shopee.tw/ -i.3858580.112934928,樂pad殺手堂iphone_7_256G_各色_空機免卡分期電信專案分期零利率_免卡分期不求人免保人免信用卡__1_當天申請輕鬆過件馬上取機外縣市需2至5各工作天2_現場取機下個月再付錢蘋果馬上咬著走3_申請便利輕鬆還款_申請條件___申請流程1_學生專案滿18歲需父母之一同意申辦2_上班族專案滿20歲有工作滿三個月或半年3_只要有身份證力馬就可以申請_當天申請當天核件手機隨隨便便跟你走簡易申請期數任選輕鬆還款自由調度______搭配指定電信月租方案手機分期零利率__1_手機分期不用拿現金又不用多付利息這才爽2_輕鬆享受零負擔3_免保人免頭款免信用卡免押金免利息免抵押品多款手機輕鬆零元帶回家賴帳號_happy_ppad店長臉書樂pad殺手堂電話0911778559市話077231366傳真電話073807362店址高雄市三民區九如一路846號_
16994139,105927,callme88,手機周邊配件,庫米JisonCase_SAMSUNG_S7__S7_Edge_插卡磁扣皮套_側翻皮套_磁扣皮套_保護殼,,7.9,590,0,5,1,29,,https://shopee.tw/ -i.105927.16994139,下標前請先詢問商品是否有供應現貨謝謝請注意請於下標後於給賣家留言中註明您需要的顏色及型號謝謝訂購前請務必自行確認所訂購的保護殼型號是否與該機型相同若因個人因素訂購錯誤則需將商品原包裝寄回來回運費自行負責謝謝目前顏色藍色棕色粉紅產品內容插卡磁扣皮套1商品特色插卡設計滿足商務人士多功能需求精選皮質富有彈性手感佳支架功能可站立釋放雙手真機開模精準孔位操作順暢不阻礙商品規格_適用機種SAMSUNG_Galaxy_S7__S7_Edge_材_質真皮_使用方式全罩式_顏_色藍色棕色粉紅訂購前請務必自行確認所訂購的保護殼型號是否與該機型相同本產品皆以實品拍攝商品但因拍攝時受環境光線影響顏色表現可能會與實物有稍許誤差出貨以實際商品為準送貨及保固說明寄送時間完成付款後7個工作天內送達不含週六日及國定假日送貨方式透過郵局或宅配送達送貨範圍限台灣地區售後服務若產品本身瑕疵或運送過程導致新品瑕疵到貨7日內可更換新品
